Date,Store,Avg_Weekly_Sales,Last_Weeks_Sales,WoW_Change,WoW_Percent_Change
2011-10-14,33,272487.33,262159.13,10328.2,3.94
2011-10-21,33,233543.08,272487.33,-38944.25,-14.29
2011-10-28,33,231319.96,233543.08,-2223.12,-0.95
2011-11-04,33,236157.12,231319.96,4837.16,2.09
2011-11-11,33,271961.04,236157.12,35803.92,15.16
2011-11-18,33,251294.5,271961.04,-20666.54,-7.6
2011-11-25,33,255996.47,251294.5,4701.97,1.87
2011-12-02,33,220060.35,255996.47,-35936.12,-14.04
2011-12-09,33,270373.05,220060.35,50312.7,22.86
2011-12-16,33,259638.35,270373.05,-10734.7,-3.97
2011-12-23,33,256235.19,259638.35,-3403.16,-1.31
2011-12-30,33,215359.21,256235.19,-40875.98,-15.95
2012-01-06,33,267058.08,215359.21,51698.87,24.01
2012-01-13,33,279447.22,267058.08,12389.14,4.64
2012-01-20,33,244899.2,279447.22,-34548.02,-12.36
2012-01-27,33,236920.49,244899.2,-7978.71,-3.26
2012-02-03,33,256091.32,236920.49,19170.83,8.09
2012-02-10,33,282552.58,256091.32,26461.26,10.33
2012-02-17,33,266300.98,282552.58,-16251.6,-5.75
2012-02-24,33,242526.7,266300.98,-23774.28,-8.93
2012-03-02,33,248051.53,242526.7,5524.83,2.28
2012-03-09,33,287346.29,248051.53,39294.76,15.84
2012-03-16,33,278067.73,287346.29,-9278.56,-3.23
2012-03-23,33,246970.97,278067.73,-31096.76,-11.18
2012-03-30,33,251327.67,246970.97,4356.7,1.76
2012-04-06,33,275911.97,251327.67,24584.3,9.78
2012-04-13,33,312698.67,275911.97,36786.7,13.33
2012-04-20,33,261837.2,312698.67,-50861.47,-16.27
2012-04-27,33,249798.75,261837.2,-12038.45,-4.6
2012-05-04,33,270497.51,249798.75,20698.76,8.29
2012-05-11,33,295841.84,270497.51,25344.33,9.37
2012-05-18,33,276899.95,295841.84,-18941.89,-6.4
2012-05-25,33,261851.74,276899.95,-15048.21,-5.43
2012-06-01,33,261131.09,261851.74,-720.65,-0.28
2012-06-08,33,286082.76,261131.09,24951.67,9.56
2012-06-15,33,290444.31,286082.76,4361.55,1.52
2012-06-22,33,261666.29,290444.31,-28778.02,-9.91
2012-06-29,33,244338.31,261666.29,-17327.98,-6.62
2012-07-06,33,273690.37,244338.31,29352.06,12.01
2012-07-13,33,287033.64,273690.37,13343.27,4.88
2012-07-20,33,253205.89,287033.64,-33827.75,-11.79
2012-07-27,33,249134.32,253205.89,-4071.57,-1.61
2012-08-03,33,258533.12,249134.32,9398.8,3.77
2012-08-10,33,297753.49,258533.12,39220.37,15.17
2012-08-17,33,270097.76,297753.49,-27655.73,-9.29
2012-08-24,33,247672.56,270097.76,-22425.2,-8.3
2012-08-31,33,237129.81,247672.56,-10542.75,-4.26
2012-09-07,33,286428.78,237129.81,49298.97,20.79
2012-09-14,33,277417.53,286428.78,-9011.25,-3.15
2012-09-21,33,252709.58,277417.53,-24707.95,-8.91
2012-09-28,33,242813.51,252709.58,-9896.07,-3.92
2012-10-05,33,265444.9,242813.51,22631.39,9.32
2012-10-12,33,291781.15,265444.9,26336.25,9.92
2012-10-19,33,254412.34,291781.15,-37368.81,-12.81
2012-10-26,33,253731.13,254412.34,-681.21,-0.27
2010-02-05,34,956228.96,,,
2010-02-12,34,994610.99,956228.96,38382.03,4.01
2010-02-19,34,983963.07,994610.99,-10647.92,-1.07
2010-02-26,34,905756.13,983963.07,-78206.94,-7.95
2010-03-05,34,918295.79,905756.13,12539.66,1.38
2010-03-12,34,921247.88,918295.79,2952.09,0.32
2010-03-19,34,892070.82,921247.88,-29177.06,-3.17
2010-03-26,34,880742.35,892070.82,-11328.47,-1.27
2010-04-02,34,979428.66,880742.35,98686.31,11.2
2010-04-09,34,950684.2,979428.66,-28744.46,-2.93
2010-04-16,34,923344.54,950684.2,-27339.66,-2.88
2010-04-23,34,910240.68,923344.54,-13103.86,-1.42
2010-04-30,34,859922.19,910240.68,-50318.49,-5.53
2010-05-07,34,953495.48,859922.19,93573.29,10.88
2010-05-14,34,933924.44,953495.48,-19571.04,-2.05
2010-05-21,34,913616.32,933924.44,-20308.12,-2.17
2010-05-28,34,942868.38,913616.32,29252.06,3.2
2010-06-04,34,966187.51,942868.38,23319.13,2.47
2010-06-11,34,954681.56,966187.51,-11505.95,-1.19
2010-06-18,34,941612.04,954681.56,-13069.52,-1.37
2010-06-25,34,895800.07,941612.04,-45811.97,-4.87
2010-07-02,34,919229.36,895800.07,23429.29,2.62
2010-07-09,34,911210.81,919229.36,-8018.55,-0.87
2010-07-16,34,930269.79,911210.81,19058.98,2.09
2010-07-23,34,902050.95,930269.79,-28218.84,-3.03
2010-07-30,34,875976.83,902050.95,-26074.12,-2.89
2010-08-06,34,987435.35,875976.83,111458.52,12.72
2010-08-13,34,951208.65,987435.35,-36226.7,-3.67
2010-08-20,34,985152.94,951208.65,33944.29,3.57
2010-08-27,34,855421.39,985152.94,-129731.55,-13.17
2010-09-03,34,964356.74,855421.39,108935.35,12.73
2010-09-10,34,932240.96,964356.74,-32115.78,-3.33
2010-09-17,34,885445.47,932240.96,-46795.49,-5.02
2010-09-24,34,867539.07,885445.47,-17906.4,-2.02
2010-10-01,34,865709.11,867539.07,-1829.96,-0.21
2010-10-08,34,931710.67,865709.11,66001.56,7.62
2010-10-15,34,888703.62,931710.67,-43007.05,-4.62
2010-10-22,34,936293.6,888703.62,47589.98,5.35
2010-10-29,34,926294.02,936293.6,-9999.58,-1.07
2010-11-05,34,972292.31,926294.02,45998.29,4.97
2010-11-12,34,979730.78,972292.31,7438.47,0.77
2010-11-19,34,955766.33,979730.78,-23964.45,-2.45
2010-11-26,34,1309476.68,955766.33,353710.35,37.01
2010-12-03,34,1001512.21,1309476.68,-307964.47,-23.52
2010-12-10,34,1086661.02,1001512.21,85148.81,8.5
2010-12-17,34,1227148.13,1086661.02,140487.11,12.93
2010-12-24,34,1620748.25,1227148.13,393600.12,32.07
2010-12-31,34,902109.69,1620748.25,-718638.56,-44.34
2011-01-07,34,900646.94,902109.69,-1462.75,-0.16
2011-01-14,34,898610.33,900646.94,-2036.61,-0.23
2011-01-21,34,891025.39,898610.33,-7584.94,-0.84
2011-01-28,34,836717.75,891025.39,-54307.64,-6.09
2011-02-04,34,971932.87,836717.75,135215.12,16.16
2011-02-11,34,1015654.6,971932.87,43721.73,4.5
2011-02-18,34,1062629.3,1015654.6,46974.7,4.63
2011-02-25,34,953331.45,1062629.3,-109297.85,-10.29
2011-03-04,34,963910.81,953331.45,10579.36,1.11
2011-03-11,34,943951.67,963910.81,-19959.14,-2.07
2011-03-18,34,1014218.8,943951.67,70267.13,7.44
2011-03-25,34,922898.38,1014218.8,-91320.42,-9.0
2011-04-01,34,884233.67,922898.38,-38664.71,-4.19
2011-04-08,34,975479.83,884233.67,91246.16,10.32
2011-04-15,34,941829.0,975479.83,-33650.83,-3.45
2011-04-22,34,1051518.45,941829.0,109689.45,11.65
2011-04-29,34,895973.02,1051518.45,-155545.43,-14.79
2011-05-06,34,965853.58,895973.02,69880.56,7.8
2011-05-13,34,966232.69,965853.58,379.11,0.04
2011-05-20,34,945018.83,966232.69,-21213.86,-2.2
2011-05-27,34,941311.83,945018.83,-3707.0,-0.39
2011-06-03,34,947229.24,941311.83,5917.41,0.63
2011-06-10,34,943912.77,947229.24,-3316.47,-0.35
2011-06-17,34,968258.09,943912.77,24345.32,2.58
2011-06-24,34,923795.04,968258.09,-44463.05,-4.59
2011-07-01,34,911106.22,923795.04,-12688.82,-1.37
2011-07-08,34,926934.57,911106.22,15828.35,1.74
2011-07-15,34,903882.96,926934.57,-23051.61,-2.49
2011-07-22,34,913236.62,903882.96,9353.66,1.03
2011-07-29,34,851461.9,913236.62,-61774.72,-6.76
2011-08-05,34,942236.45,851461.9,90774.55,10.66
2011-08-12,34,956251.18,942236.45,14014.73,1.49
2011-08-19,34,960418.54,956251.18,4167.36,0.44
2011-08-26,34,871404.6,960418.54,-89013.94,-9.27
2011-09-02,34,926455.64,871404.6,55051.04,6.32
2011-09-09,34,930506.14,926455.64,4050.5,0.44
2011-09-16,34,927249.61,930506.14,-3256.53,-0.35
2011-09-23,34,902852.73,927249.61,-24396.88,-2.63
2011-09-30,34,871847.85,902852.73,-31004.88,-3.43
2011-10-07,34,954069.45,871847.85,82221.6,9.43
2011-10-14,34,911788.79,954069.45,-42280.66,-4.43
2011-10-21,34,953693.23,911788.79,41904.44,4.6
2011-10-28,34,958063.87,953693.23,4370.64,0.46
2011-11-04,34,992621.93,958063.87,34558.06,3.61
2011-11-11,34,991570.02,992621.93,-1051.91,-0.11
2011-11-18,34,947552.44,991570.02,-44017.58,-4.44
2011-11-25,34,1345595.82,947552.44,398043.38,42.01
2011-12-02,34,988742.08,1345595.82,-356853.74,-26.52
2011-12-09,34,1084243.91,988742.08,95501.83,9.66
2011-12-16,34,1151052.86,1084243.91,66808.95,6.16
2011-12-23,34,1593655.96,1151052.86,442603.1,38.45
2011-12-30,34,965512.36,1593655.96,-628143.6,-39.42
2012-01-06,34,953844.85,965512.36,-11667.51,-1.21
2012-01-13,34,913755.12,953844.85,-40089.73,-4.2
2012-01-20,34,910899.05,913755.12,-2856.07,-0.31
2012-01-27,34,872450.37,910899.05,-38448.68,-4.22
2012-02-03,34,939367.14,872450.37,66916.77,7.67
2012-02-10,34,1047658.09,939367.14,108290.95,11.53
2012-02-17,34,1123446.51,1047658.09,75788.42,7.23
2012-02-24,34,950154.24,1123446.51,-173292.27,-15.43
2012-03-02,34,990263.7,950154.24,40109.46,4.22
2012-03-09,34,976393.43,990263.7,-13870.27,-1.4
2012-03-16,34,999298.43,976393.43,22905.0,2.35
2012-03-23,34,945143.33,999298.43,-54155.1,-5.42
2012-03-30,34,938861.77,945143.33,-6281.56,-0.66
2012-04-06,34,1091020.37,938861.77,152158.6,16.21
2012-04-13,34,987353.65,1091020.37,-103666.72,-9.5
2012-04-20,34,977628.78,987353.65,-9724.87,-0.98
2012-04-27,34,940299.87,977628.78,-37328.91,-3.82
2012-05-04,34,991104.4,940299.87,50804.53,5.4
2012-05-11,34,949625.52,991104.4,-41478.88,-4.19
2012-05-18,34,998672.85,949625.52,49047.33,5.16
2012-05-25,34,1015737.61,998672.85,17064.76,1.71
2012-06-01,34,977062.44,1015737.61,-38675.17,-3.81
2012-06-08,34,999511.29,977062.44,22448.85,2.3
2012-06-15,34,982345.51,999511.29,-17165.78,-1.72
2012-06-22,34,1000285.1,982345.51,17939.59,1.83
2012-06-29,34,942970.63,1000285.1,-57314.47,-5.73
2012-07-06,34,1007867.68,942970.63,64897.05,6.88
2012-07-13,34,954677.75,1007867.68,-53189.93,-5.28
2012-07-20,34,950929.59,954677.75,-3748.16,-0.39
2012-07-27,34,917883.79,950929.59,-33045.8,-3.48
2012-08-03,34,973250.41,917883.79,55366.62,6.03
2012-08-10,34,1004523.59,973250.41,31273.18,3.21
2012-08-17,34,1013820.86,1004523.59,9297.27,0.93
2012-08-24,34,926250.21,1013820.86,-87570.65,-8.64
2012-08-31,34,933487.71,926250.21,7237.5,0.78
2012-09-07,34,976415.56,933487.71,42927.85,4.6
2012-09-14,34,955211.7,976415.56,-21203.86,-2.17
2012-09-21,34,943047.78,955211.7,-12163.92,-1.27
2012-09-28,34,928629.31,943047.78,-14418.47,-1.53
2012-10-05,34,968896.68,928629.31,40267.37,4.34
2012-10-12,34,948613.39,968896.68,-20283.29,-2.09
2012-10-19,34,963516.28,948613.39,14902.89,1.57
2012-10-26,34,956987.81,963516.28,-6528.47,-0.68
2010-02-05,35,1230613.5,,,
2010-02-12,35,1168815.31,1230613.5,-61798.19,-5.02
2010-02-19,35,1270658.64,1168815.31,101843.33,8.71
2010-02-26,35,1020651.74,1270658.64,-250006.9,-19.68
2010-03-05,35,1162610.27,1020651.74,141958.53,13.91
2010-03-12,35,1150344.39,1162610.27,-12265.88,-1.06
2010-03-19,35,1117536.09,1150344.39,-32808.3,-2.85
2010-03-26,35,1078900.44,1117536.09,-38635.65,-3.46
2010-04-02,35,1189556.47,1078900.44,110656.03,10.26
2010-04-09,35,1198014.97,1189556.47,8458.5,0.71
2010-04-16,35,1084487.55,1198014.97,-113527.42,-9.48
2010-04-23,35,1110827.48,1084487.55,26339.93,2.43
2010-04-30,35,1096930.65,1110827.48,-13896.83,-1.25
2010-05-07,35,1182099.88,1096930.65,85169.23,7.76
2010-05-14,35,1104277.57,1182099.88,-77822.31,-6.58
2010-05-21,35,1078182.18,1104277.57,-26095.39,-2.36
2010-05-28,35,1223777.48,1078182.18,145595.3,13.5
2010-06-04,35,1282378.71,1223777.48,58601.23,4.79
2010-06-11,35,1160412.71,1282378.71,-121966.0,-9.51
2010-06-18,35,1198025.76,1160412.71,37613.05,3.24
2010-06-25,35,1230245.74,1198025.76,32219.98,2.69
2010-07-02,35,1245827.08,1230245.74,15581.34,1.27
2010-07-09,35,1268766.76,1245827.08,22939.68,1.84
2010-07-16,35,1124414.87,1268766.76,-144351.89,-11.38
2010-07-23,35,1121756.43,1124414.87,-2658.44,-0.24
2010-07-30,35,1139131.78,1121756.43,17375.35,1.55
2010-08-06,35,1180183.39,1139131.78,41051.61,3.6
2010-08-13,35,1090587.5,1180183.39,-89595.89,-7.59
2010-08-20,35,1033719.5,1090587.5,-56868.0,-5.21
2010-08-27,35,917693.06,1033719.5,-116026.44,-11.22
2010-09-03,35,948660.79,917693.06,30967.73,3.37
2010-09-10,35,961685.98,948660.79,13025.19,1.37
2010-09-17,35,831443.61,961685.98,-130242.37,-13.54
2010-09-24,35,758069.78,831443.61,-73373.83,-8.82
2010-10-01,35,771065.21,758069.78,12995.43,1.71
2010-10-08,35,874615.32,771065.21,103550.11,13.43
2010-10-15,35,798376.99,874615.32,-76238.33,-8.72
2010-10-22,35,827705.82,798376.99,29328.83,3.67
2010-10-29,35,857797.33,827705.82,30091.51,3.64
2010-11-05,35,843755.12,857797.33,-14042.21,-1.64
2010-11-12,35,870914.69,843755.12,27159.57,3.22
2010-11-19,35,846850.35,870914.69,-24064.34,-2.76
2010-11-26,35,1781866.98,846850.35,935016.63,110.41
2010-12-03,35,982598.88,1781866.98,-799268.1,-44.86
2010-12-10,35,1108580.19,982598.88,125981.31,12.82
2010-12-17,35,1314987.4,1108580.19,206407.21,18.62
2010-12-24,35,1779236.54,1314987.4,464249.14,35.3
2010-12-31,35,576332.05,1779236.54,-1202904.49,-67.61
2011-01-07,35,649289.75,576332.05,72957.7,12.66
2011-01-14,35,687670.78,649289.75,38381.03,5.91
2011-01-21,35,659902.07,687670.78,-27768.71,-4.04
2011-01-28,35,633289.78,659902.07,-26612.29,-4.03
2011-02-04,35,747577.05,633289.78,114287.27,18.05
2011-02-11,35,859258.17,747577.05,111681.12,14.94
2011-02-18,35,865305.88,859258.17,6047.71,0.7
2011-02-25,35,841129.26,865305.88,-24176.62,-2.79
2011-03-04,35,850448.54,841129.26,9319.28,1.11
2011-03-11,35,830601.39,850448.54,-19847.15,-2.33
2011-03-18,35,800662.82,830601.39,-29938.57,-3.6
2011-03-25,35,762184.1,800662.82,-38478.72,-4.81
2011-04-01,35,762620.94,762184.1,436.84,0.06
2011-04-08,35,813352.41,762620.94,50731.47,6.65
2011-04-15,35,795157.2,813352.41,-18195.21,-2.24
2011-04-22,35,841778.34,795157.2,46621.14,5.86
2011-04-29,35,811824.06,841778.34,-29954.28,-3.56
2011-05-06,35,835181.18,811824.06,23357.12,2.88
2011-05-13,35,826155.95,835181.18,-9025.23,-1.08
2011-05-20,35,776838.56,826155.95,-49317.39,-5.97
2011-05-27,35,850708.6,776838.56,73870.04,9.51
2011-06-03,35,955466.84,850708.6,104758.24,12.31
2011-06-10,35,855130.21,955466.84,-100336.63,-10.5
2011-06-17,35,828594.86,855130.21,-26535.35,-3.1
2011-06-24,35,849397.57,828594.86,20802.71,2.51
2011-07-01,35,874453.88,849397.57,25056.31,2.95
2011-07-08,35,827717.85,874453.88,-46736.03,-5.34
2011-07-15,35,813845.5,827717.85,-13872.35,-1.68
2011-07-22,35,820188.42,813845.5,6342.92,0.78
2011-07-29,35,770820.27,820188.42,-49368.15,-6.02
2011-08-05,35,826820.71,770820.27,56000.44,7.27
2011-08-12,35,819911.89,826820.71,-6908.82,-0.84
2011-08-19,35,820288.35,819911.89,376.46,0.05
2011-08-26,35,897037.25,820288.35,76748.9,9.36
2011-09-02,35,813486.55,897037.25,-83550.7,-9.31
2011-09-09,35,922440.64,813486.55,108954.09,13.39
2011-09-16,35,738792.11,922440.64,-183648.53,-19.91
2011-09-23,35,705802.45,738792.11,-32989.66,-4.47
2011-09-30,35,749676.95,705802.45,43874.5,6.22
2011-10-07,35,791637.53,749676.95,41960.58,5.6
2011-10-14,35,772859.25,791637.53,-18778.28,-2.37
2011-10-21,35,811328.4,772859.25,38469.15,4.98
2011-10-28,35,808821.5,811328.4,-2506.9,-0.31
2011-11-04,35,653468.75,808821.5,-155352.75,-19.21
2011-11-11,35,880576.33,653468.75,227107.58,34.75
2011-11-18,35,820964.1,880576.33,-59612.23,-6.77
2011-11-25,35,1733822.4,820964.1,912858.3,111.19
2011-12-02,35,903606.03,1733822.4,-830216.37,-47.88
2011-12-09,35,948964.99,903606.03,45358.96,5.02
2011-12-16,35,1115255.65,948964.99,166290.66,17.52
2011-12-23,35,1550214.02,1115255.65,434958.37,39.0
2011-12-30,35,904650.55,1550214.02,-645563.47,-41.64
2012-01-06,35,671708.09,904650.55,-232942.46,-25.75
2012-01-13,35,625135.11,671708.09,-46572.98,-6.93
2012-01-20,35,669850.04,625135.11,44714.93,7.15
2012-01-27,35,588722.99,669850.04,-81127.05,-12.11
2012-02-03,35,746901.03,588722.99,158178.04,26.87
2012-02-10,35,849779.14,746901.03,102878.11,13.77
2012-02-17,35,824568.39,849779.14,-25210.75,-2.97
2012-02-24,35,805028.74,824568.39,-19539.65,-2.37
2012-03-02,35,766571.1,805028.74,-38457.64,-4.78
2012-03-09,35,796351.35,766571.1,29780.25,3.88
2012-03-16,35,793045.82,796351.35,-3305.53,-0.42
2012-03-23,35,760671.1,793045.82,-32374.72,-4.08
2012-03-30,35,744525.69,760671.1,-16145.41,-2.12
2012-04-06,35,860293.46,744525.69,115767.77,15.55
2012-04-13,35,788633.42,860293.46,-71660.04,-8.33
2012-04-20,35,794660.24,788633.42,6026.82,0.76
2012-04-27,35,721212.45,794660.24,-73447.79,-9.24
2012-05-04,35,772036.6,721212.45,50824.15,7.05
2012-05-11,35,802383.63,772036.6,30347.03,3.93
2012-05-18,35,819196.68,802383.63,16813.05,2.1
2012-05-25,35,822167.17,819196.68,2970.49,0.36
2012-06-01,35,932195.52,822167.17,110028.35,13.38
2012-06-08,35,873415.01,932195.52,-58780.51,-6.31
2012-06-15,35,848289.41,873415.01,-25125.6,-2.88
2012-06-22,35,911696.0,848289.41,63406.59,7.47
2012-06-29,35,892133.41,911696.0,-19562.59,-2.15
2012-07-06,35,985479.64,892133.41,93346.23,10.46
2012-07-13,35,825763.48,985479.64,-159716.16,-16.21
2012-07-20,35,841224.74,825763.48,15461.26,1.87
2012-07-27,35,808030.15,841224.74,-33194.59,-3.95
2012-08-03,35,866216.36,808030.15,58186.21,7.2
2012-08-10,35,888368.8,866216.36,22152.44,2.56
2012-08-17,35,887979.47,888368.8,-389.33,-0.04
2012-08-24,35,895274.72,887979.47,7295.25,0.82
2012-08-31,35,931278.97,895274.72,36004.25,4.02
2012-09-07,35,984833.35,931278.97,53554.38,5.75
2012-09-14,35,821568.64,984833.35,-163264.71,-16.58
2012-09-21,35,772302.94,821568.64,-49265.7,-6.0
2012-09-28,35,814099.86,772302.94,41796.92,5.41
2012-10-05,35,866064.4,814099.86,51964.54,6.38
2012-10-12,35,873643.14,866064.4,7578.74,0.88
2012-10-19,35,829284.67,873643.14,-44358.47,-5.08
2012-10-26,35,865137.6,829284.67,35852.93,4.32
2010-02-05,36,467546.74,,,
2010-02-12,36,469563.7,467546.74,2016.96,0.43
2010-02-19,36,470281.03,469563.7,717.33,0.15
2010-02-26,36,447519.44,470281.03,-22761.59,-4.84
2010-03-05,36,480203.43,447519.44,32683.99,7.3
2010-03-12,36,441434.2,480203.43,-38769.23,-8.07
2010-03-19,36,428851.99,441434.2,-12582.21,-2.85
2010-03-26,36,404438.51,428851.99,-24413.48,-5.69
2010-04-02,36,435972.82,404438.51,31534.31,7.8
2010-04-09,36,453016.91,435972.82,17044.09,3.91
2010-04-16,36,483699.56,453016.91,30682.65,6.77
2010-04-23,36,434116.8,483699.56,-49582.76,-10.25
2010-04-30,36,457899.64,434116.8,23782.84,5.48
2010-05-07,36,489372.02,457899.64,31472.38,6.87
2010-05-14,36,476733.74,489372.02,-12638.28,-2.58
2010-05-21,36,474917.98,476733.74,-1815.76,-0.38
2010-05-28,36,447050.42,474917.98,-27867.56,-5.87
2010-06-04,36,471088.88,447050.42,24038.46,5.38
2010-06-11,36,467711.18,471088.88,-3377.7,-0.72
2010-06-18,36,485694.72,467711.18,17983.54,3.85
2010-06-25,36,434879.87,485694.72,-50814.85,-10.46
2010-07-02,36,434252.15,434879.87,-627.72,-0.14
2010-07-09,36,471713.59,434252.15,37461.44,8.63
2010-07-16,36,466962.04,471713.59,-4751.55,-1.01
2010-07-23,36,452021.2,466962.04,-14940.84,-3.2
2010-07-30,36,432451.91,452021.2,-19569.29,-4.33
2010-08-06,36,467442.94,432451.91,34991.03,8.09
2010-08-13,36,470436.8,467442.94,2993.86,0.64
2010-08-20,36,437949.9,470436.8,-32486.9,-6.91
2010-08-27,36,412050.73,437949.9,-25899.17,-5.91
2010-09-03,36,431294.45,412050.73,19243.72,4.67
2010-09-10,36,434471.38,431294.45,3176.93,0.74
2010-09-17,36,454694.21,434471.38,20222.83,4.65
2010-09-24,36,419348.59,454694.21,-35345.62,-7.77
2010-10-01,36,422169.47,419348.59,2820.88,0.67
2010-10-08,36,444351.61,422169.47,22182.14,5.25
2010-10-15,36,453308.15,444351.61,8956.54,2.02
2010-10-22,36,424956.3,453308.15,-28351.85,-6.25
2010-10-29,36,392654.26,424956.3,-32302.04,-7.6
2010-11-05,36,405860.37,392654.26,13206.11,3.36
2010-11-12,36,425804.8,405860.37,19944.43,4.91
2010-11-19,36,411615.71,425804.8,-14189.09,-3.33
2010-11-26,36,408891.49,411615.71,-2724.22,-0.66
2010-12-03,36,360266.09,408891.49,-48625.4,-11.89
2010-12-10,36,404545.03,360266.09,44278.94,12.29
2010-12-17,36,410214.7,404545.03,5669.67,1.4
2010-12-24,36,422093.59,410214.7,11878.89,2.9
2010-12-31,36,359310.65,422093.59,-62782.94,-14.87
2011-01-07,36,384659.85,359310.65,25349.2,7.05
2011-01-14,36,410497.73,384659.85,25837.88,6.72
2011-01-21,36,399191.05,410497.73,-11306.68,-2.75
2011-01-28,36,372174.12,399191.05,-27016.93,-6.77
2011-02-04,36,417521.7,372174.12,45347.58,12.18
2011-02-11,36,401501.2,417521.7,-16020.5,-3.84
2011-02-18,36,427175.03,401501.2,25673.83,6.39
2011-02-25,36,380279.44,427175.03,-46895.59,-10.98
2011-03-04,36,402579.84,380279.44,22300.4,5.86
2011-03-11,36,407506.78,402579.84,4926.94,1.22
2011-03-18,36,431412.22,407506.78,23905.44,5.87
2011-03-25,36,390732.02,431412.22,-40680.2,-9.43
2011-04-01,36,385672.11,390732.02,-5059.91,-1.29
2011-04-08,36,428727.61,385672.11,43055.5,11.16
2011-04-15,36,414986.54,428727.61,-13741.07,-3.21
2011-04-22,36,374574.72,414986.54,-40411.82,-9.74
2011-04-29,36,340708.78,374574.72,-33865.94,-9.04
2011-05-06,36,393401.4,340708.78,52692.62,15.47
2011-05-13,36,395316.65,393401.4,1915.25,0.49
2011-05-20,36,376183.44,395316.65,-19133.21,-4.84
2011-05-27,36,348655.2,376183.44,-27528.24,-7.32
2011-06-03,36,373703.95,348655.2,25048.75,7.18
2011-06-10,36,374182.04,373703.95,478.09,0.13
2011-06-17,36,394645.25,374182.04,20463.21,5.47
2011-06-24,36,360009.94,394645.25,-34635.31,-8.78
2011-07-01,36,354270.77,360009.94,-5739.17,-1.59
2011-07-08,36,377464.62,354270.77,23193.85,6.55
2011-07-15,36,385631.48,377464.62,8166.86,2.16
2011-07-22,36,361311.41,385631.48,-24320.07,-6.31
2011-07-29,36,354361.08,361311.41,-6950.33,-1.92
2011-08-05,36,381017.75,354361.08,26656.67,7.52
2011-08-12,36,380188.69,381017.75,-829.06,-0.22
2011-08-19,36,373267.58,380188.69,-6921.11,-1.82
2011-08-26,36,344964.2,373267.58,-28303.38,-7.58
2011-09-02,36,350276.29,344964.2,5312.09,1.54
2011-09-09,36,352960.64,350276.29,2684.35,0.77
2011-09-16,36,343108.12,352960.64,-9852.52,-2.79
2011-09-23,36,322405.13,343108.12,-20702.99,-6.03
2011-09-30,36,314910.37,322405.13,-7494.76,-2.32
2011-10-07,36,346137.87,314910.37,31227.5,9.92
2011-10-14,36,342076.99,346137.87,-4060.88,-1.17
2011-10-21,36,328633.34,342076.99,-13443.65,-3.93
2011-10-28,36,306193.81,328633.34,-22439.53,-6.83
2011-11-04,36,313387.11,306193.81,7193.3,2.35
2011-11-11,36,328498.92,313387.11,15111.81,4.82
2011-11-18,36,332901.94,328498.92,4403.02,1.34
2011-11-25,36,332811.55,332901.94,-90.39,-0.03
2011-12-02,36,293350.51,332811.55,-39461.04,-11.86
2011-12-09,36,312298.37,293350.51,18947.86,6.46
2011-12-16,36,341503.92,312298.37,29205.55,9.35
2011-12-23,36,325262.46,341503.92,-16241.46,-4.76
2011-12-30,36,287425.22,325262.46,-37837.24,-11.63
2012-01-06,36,329467.82,287425.22,42042.6,14.63
2012-01-13,36,325976.34,329467.82,-3491.48,-1.06
2012-01-20,36,330927.21,325976.34,4950.87,1.52
2012-01-27,36,301444.94,330927.21,-29482.27,-8.91
2012-02-03,36,310982.87,301444.94,9537.93,3.16
2012-02-10,36,335741.9,310982.87,24759.03,7.96
2012-02-17,36,326316.73,335741.9,-9425.17,-2.81
2012-02-24,36,313270.45,326316.73,-13046.28,-4.0
2012-03-02,36,315396.72,313270.45,2126.27,0.68
2012-03-09,36,318674.93,315396.72,3278.21,1.04
2012-03-16,36,335345.82,318674.93,16670.89,5.23
2012-03-23,36,317872.51,335345.82,-17473.31,-5.21
2012-03-30,36,304144.9,317872.51,-13727.61,-4.32
2012-04-06,36,331026.11,304144.9,26881.21,8.84
2012-04-13,36,339407.94,331026.11,8381.83,2.53
2012-04-20,36,323915.32,339407.94,-15492.62,-4.56
2012-04-27,36,308389.82,323915.32,-15525.5,-4.79
2012-05-04,36,312467.52,308389.82,4077.7,1.32
2012-05-11,36,330518.34,312467.52,18050.82,5.78
2012-05-18,36,324801.13,330518.34,-5717.21,-1.73
2012-05-25,36,306098.17,324801.13,-18702.96,-5.76
2012-06-01,36,306005.53,306098.17,-92.64,-0.03
2012-06-08,36,338273.38,306005.53,32267.85,10.54
2012-06-15,36,333146.88,338273.38,-5126.5,-1.52
2012-06-22,36,306411.01,333146.88,-26735.87,-8.03
2012-06-29,36,291530.43,306411.01,-14880.58,-4.86
2012-07-06,36,306578.89,291530.43,15048.46,5.16
2012-07-13,36,298337.41,306578.89,-8241.48,-2.69
2012-07-20,36,303289.55,298337.41,4952.14,1.66
2012-07-27,36,279643.43,303289.55,-23646.12,-7.8
2012-08-03,36,304989.97,279643.43,25346.54,9.06
2012-08-10,36,298947.51,304989.97,-6042.46,-1.98
2012-08-17,36,314607.22,298947.51,15659.71,5.24
2012-08-24,36,282545.55,314607.22,-32061.67,-10.19
2012-08-31,36,282647.48,282545.55,101.93,0.04
2012-09-07,36,293728.57,282647.48,11081.09,3.92
2012-09-14,36,301893.63,293728.57,8165.06,2.78
